identifiant_commande;identifiant_client;identifiant_produit;quantite;prix_unitaire;date
OR000498;CL000017;PR000028;20;2.53;2021-02-04
OR000499;CL000025;PR000013;48;3.83;2021-02-05
OR000500;CL000016;PR000009;26;13.98;2021-02-05
OR000501;CL000006;PR000001;38;2.41;2021-02-05
OR000502;CL000026;PR000028;22;2.53;2021-02-05
OR000503;CL000008;PR000001;1;2.31;2021-02-05
OR000504;CL000087;PR000017;7;25.42;2021-02-05
OR000505;CL000016;PR000009;39;13.98;2021-02-05
OR000506;CL000054;PR000012;28;15.28;2021-02-05
OR000507;CL000003;PR000014;40;31.17;2021-02-05
OR000508;CL000055;PR000008;24;28.06;2021-02-05
OR000509;CL000071;PR000002;31;;2021-02-06
OR000510;CL000016;PR000016;29;6.38;2021-02-06
OR000511;CL000042;PR000015;39;16.64;2021-02-06
OR000512;CL000004;PR000013;49;3.61;2021-02-06
OR000513;CL000010;PR000003;11;26.28;2021-02-06
OR000514;CL000065;PR000006;5;26.23;2021-02-06
OR000515;CL000029;PR000001;28;2.41;2021-02-06
OR000516;CL000058;PR000001;8;;2021-02-06
OR000517;CL000072;PR000008;36;;2021-02-06
OR000518;CL000019;PR000014;50;31.79;2021-02-06
OR000519;CL000087;PR000004;42;9.77;2021-02-07
OR000520;CL000002;PR000015;50;16.31;2021-02-07
OR000521;CL000008;PR000008;41;28.06;2021-02-07
OR000522;CL000061;PR000018;46;8.29;2021-02-07
OR000523;CL000010;PR000007;3;24.02;2021-02-07
OR000524;CL000026;PR000010;44;20.86;2021-02-07
OR000525;CL000065;PR000012;26;15.28;2021-02-07
OR000526;CL000010;PR000011;23;33.64;2021-02-07
OR000527;CL000012;PR000018;50;8.29;2021-02-08
OR000528;CL000005;PR000009;46;13.98;2021-02-08
OR000529;CL000005;PR000018;48;7.66;2021-02-08
OR000530;CL000010;PR000003;20;26.28;2021-02-09
OR000531;CL000043;PR000028;49;2.53;2021-02-09
OR000532;CL000005;PR000006;14;20.69;2021-02-09
OR000533;CL000019;PR000021;15;33.63;2021-02-09
OR000534;CL000010;PR000020;6;14.79;2021-02-09
OR000535;CL000075;PR000014;24;34.41;2021-02-09
OR000536;CL000055;PR000019;36;22.5;2021-02-09
OR000537;CL000005;PR000015;33;15.99;2021-02-09
OR000538;CL000017;PR000028;4;2.53;2021-02-09
OR000539;CL000091;PR000023;11;13.13;2021-02-10
OR000540;CL000001;PR000026;16;11.15;2021-02-10
OR000541;CL000008;PR000014;2;31.17;2021-02-10
OR000542;CL000010;PR000013;28;3.61;2021-02-10
OR000543;CL000030;PR000031;12;10.28;2021-02-10
OR000544;CL000017;PR000004;49;9.39;2021-02-10
OR000545;CL000092;PR000023;4;13.13;2021-02-10
OR000546;CL000039;PR000020;36;14.79;2021-02-10
OR000547;CL000050;PR000006;21;23.77;2021-02-10
OR000548;CL000037;PR000009;18;15.14;2021-02-11
OR000549;CL000086;PR000024;13;12.29;2021-02-11
OR000550;CL000016;PR000027;20;31.83;2021-02-11
OR000551;CL000005;PR000013;19;3.47;2021-02-11
OR000552;CL000071;PR000008;24;28.62;2021-02-11
OR000553;CL000005;PR000028;5;2.48;2021-02-11
OR000554;CL000071;PR000002;1;13.92;2021-02-12
OR000555;CL000013;PR000008;48;28.62;2021-02-12
OR000556;CL000006;PR000030;16;12.1;2021-02-12
OR000557;CL000014;PR000015;19;16.64;2021-02-12
OR000558;CL000055;PR000015;14;15.99;2021-02-12
OR000559;CL000010;PR000015;30;15.99;2021-02-12
OR000560;CL000008;PR000008;40;28.06;2021-02-12
OR000561;CL000015;PR000027;23;32.47;2021-02-13
OR000562;CL000034;PR000006;36;24.25;2021-02-13
OR000563;CL000039;PR000014;19;33.74;2021-02-13
OR000564;CL000074;PR000004;43;9.77;2021-02-13
OR000565;CL000026;PR000016;24;6.38;2021-02-13
OR000566;CL000034;PR000010;42;;2021-02-13
OR000567;CL000086;PR000026;7;11.15;2021-02-13
OR000568;CL000093;PR000007;46;24.02;2021-02-13
OR000569;CL000026;PR000006;35;21.95;2021-02-13
OR000570;CL000065;PR000008;20;28.62;2021-02-13
OR000571;CL000067;PR000017;16;25.42;2021-02-13
OR000572;CL000062;PR000009;23;15.14;2021-02-13
OR000573;CL000053;PR000007;33;24.02;2021-02-13
OR000574;CL000056;PR000020;36;14.79;2021-02-13
OR000575;CL000001;PR000009;23;14.84;2021-02-13
OR000576;CL000088;PR000028;11;2.53;2021-02-13
OR000577;CL000056;PR000031;48;10.28;2021-02-13
OR000578;CL000010;PR000010;36;20.86;2021-02-14
OR000579;CL000005;PR000006;46;20.69;2021-02-14
OR000580;CL000004;PR000008;44;28.06;2021-02-14
OR000581;CL000066;PR000002;50;13.92;2021-02-14
OR000582;CL000055;PR000001;24;2.31;2021-02-14
OR000583;CL000016;PR000001;32;2.31;2021-02-14
OR000584;CL000002;PR000013;4;3.61;2021-02-14
OR000585;CL000094;PR000027;36;32.47;2021-02-14
OR000586;CL000026;PR000004;19;9.21;2021-02-15
OR000587;CL000063;PR000015;21;16.31;2021-02-15
OR000588;CL000005;PR000005;25;10.62;2021-02-15
OR000589;CL000022;PR000029;3;26.85;2021-02-15
OR000590;CL000008;PR000008;26;28.06;2021-02-15
OR000591;CL000072;PR000015;43;16.97;2021-02-16
OR000592;CL000025;PR000020;23;14.79;2021-02-16
OR000593;CL000004;PR000009;36;14.26;2021-02-16
OR000594;CL000016;PR000014;29;31.17;2021-02-16
OR000595;CL000057;PR000006;23;25.72;2021-02-17
OR000596;CL000016;PR000011;33;33.64;2021-02-17
OR000597;CL000056;PR000005;18;10.62;2021-02-17
OR000598;CL000044;PR000026;12;11.15;2021-02-17
OR000599;CL000079;PR000001;50;2.46;2021-02-17
OR000600;CL000030;PR000015;24;16.97;2021-02-17
OR000601;CL000019;PR000017;41;24.92;2021-02-17
OR000602;CL000004;PR000014;25;31.17;2021-02-17
OR000603;CL000092;PR000008;42;28.62;2021-02-18
OR000604;CL000038;PR000023;29;13.13;2021-02-18
OR000605;CL000095;PR000009;17;15.14;2021-02-18
OR000606;CL000008;PR000012;41;14.98;2021-02-18
OR000607;CL000034;PR000018;36;8.29;2021-02-18
OR000608;CL000088;PR000006;45;24.25;2021-02-18
OR000609;CL000056;PR000014;1;32.43;2021-02-18
OR000610;CL000096;PR000027;18;32.47;2021-02-18
OR000611;CL000097;PR000028;10;2.58;2021-02-18
OR000612;CL000050;PR000012;34;15.28;2021-02-18
OR000613;CL000098;PR000003;5;27.35;2021-02-18
OR000614;CL000026;PR000027;3;31.83;2021-02-19
OR000615;CL000077;PR000008;25;28.62;2021-02-19
OR000616;CL000019;PR000016;25;6.38;2021-02-19
OR000617;CL000016;PR000006;32;21.1;2021-02-19
OR000618;CL000012;PR000009;47;15.14;2021-02-19
OR000619;CL000092;PR000022;15;30.19;2021-02-19
OR000620;CL000004;PR000011;2;33.64;2021-02-19
OR000621;CL000024;PR000018;8;7.97;2021-02-20
OR000622;CL000005;PR000017;7;24.43;2021-02-20
OR000623;CL000036;PR000030;38;12.1;2021-02-20
OR000624;CL000045;PR000001;50;2.41;2021-02-20
OR000625;CL000034;PR000008;12;28.62;2021-02-20
OR000626;CL000008;PR000012;30;14.98;2021-02-20
OR000627;CL000070;PR000020;28;14.79;2021-02-20
OR000628;CL000050;PR000014;20;31.79;2021-02-20
OR000629;CL000091;PR000015;29;18.01;2021-02-20
OR000630;CL000008;PR000001;36;2.31;2021-02-21
OR000631;CL000016;PR000004;42;9.21;2021-02-21
OR000632;CL000068;PR000014;13;34.41;2021-02-21
OR000633;CL000007;PR000028;17;2.53;2021-02-21
OR000634;CL000041;PR000031;16;10.28;2021-02-21
OR000635;CL000051;PR000012;10;15.28;2021-02-21
OR000636;CL000005;PR000029;9;26.85;2021-02-22
OR000637;CL000008;PR000028;14;2.53;2021-02-22
OR000638;CL000013;PR000006;5;23.3;2021-02-22
OR000639;CL000034;PR000013;39;3.75;2021-02-22
OR000640;CL000005;PR000027;29;31.21;2021-02-22
OR000641;CL000005;PR000001;38;2.31;2021-02-22
OR000642;CL000016;PR000010;38;20.86;2021-02-22
OR000643;CL000066;PR000008;21;28.62;2021-02-22
OR000644;CL000008;PR000016;14;6.38;2021-02-22
OR000645;CL000055;PR000015;24;15.99;2021-02-22
OR000646;CL000042;PR000018;29;8.29;2021-02-22
OR000647;CL000026;PR000010;26;20.86;2021-02-22
OR000648;CL000026;PR000008;20;28.06;2021-02-23
OR000649;CL000003;PR000014;38;31.17;2021-02-23
OR000650;CL000068;PR000020;10;14.79;2021-02-23
OR000651;CL000009;PR000008;16;28.62;2021-02-23
OR000652;CL000090;PR000029;45;26.85;2021-02-23
OR000653;CL000029;PR000016;44;6.64;2021-02-23
OR000654;CL000021;PR000030;20;12.1;2021-02-24
OR000655;CL000001;PR000010;46;20.86;2021-02-24
OR000656;CL000097;PR000015;5;17.66;2021-02-24
OR000657;CL000064;PR000026;3;11.15;2021-02-24
OR000658;CL000019;PR000009;5;14.26;2021-02-24
OR000659;CL000049;PR000008;27;28.62;2021-02-24
OR000660;CL000008;PR000011;19;33.64;2021-02-24
OR000661;CL000045;PR000018;2;8.29;2021-02-24
OR000662;CL000017;PR000019;48;22.95;2021-02-24
OR000663;CL000007;PR000006;49;24.25;2021-02-24
OR000664;CL000081;PR000006;49;26.23;2021-02-25
OR000665;CL000019;PR000020;24;14.79;2021-02-25
OR000666;CL000015;PR000027;6;33.12;2021-02-25
OR000667;CL000055;PR000026;30;11.15;2021-02-25
OR000668;CL000005;PR000006;11;20.69;2021-02-25
OR000669;CL000011;PR000005;48;10.62;2021-02-25
OR000670;CL000044;PR000028;18;2.53;2021-02-25
OR000671;CL000024;PR000004;45;9.21;2021-02-25
OR000672;CL000026;PR000008;18;28.06;2021-02-25
OR000673;CL000055;PR000002;49;13.92;2021-02-25
OR000674;CL000099;PR000008;11;28.62;2021-02-25
OR000675;CL000071;PR000013;6;3.61;2021-02-26
OR000676;CL000050;PR000030;22;12.1;2021-02-26
OR000677;CL000099;PR000013;35;3.83;2021-02-26
OR000678;CL000008;PR000019;32;22.06;2021-02-26
OR000679;CL000008;PR000009;25;13.98;2021-02-26
OR000680;CL000075;PR000019;23;23.41;2021-02-26
OR000681;CL000085;PR000008;13;28.62;2021-02-26
OR000682;CL000021;PR000031;34;10.28;2021-02-26
OR000683;CL000042;PR000009;49;14.84;2021-02-26
OR000684;CL000008;PR000001;39;2.31;2021-02-26
OR000685;CL000001;PR000027;14;31.83;2021-02-26
OR000686;CL000005;PR000009;9;13.98;2021-02-27
OR000687;CL000100;PR000028;8;2.58;2021-02-27
OR000688;CL000008;PR000004;17;9.21;2021-02-27
OR000689;CL000062;PR000011;5;33.64;2021-02-27
OR000690;CL000050;PR000002;12;13.92;2021-02-27
OR000691;CL000006;PR000028;11;2.53;2021-02-27
OR000692;CL000024;PR000010;2;20.86;2021-02-27
OR000693;CL000016;PR000018;40;7.66;2021-02-27
OR000694;CL000005;PR000030;44;12.1;2021-02-27
OR000695;CL000050;PR000011;4;33.64;2021-02-27
OR000696;CL000005;PR000027;18;31.83;2021-02-27
OR000697;CL000058;PR000015;7;17.66;2021-02-28
OR000698;CL000026;PR000020;15;14.5;2021-02-28
OR000699;CL000009;PR000009;39;15.14;2021-02-28
OR000700;CL000005;PR000013;49;3.54;2021-02-28
OR000701;CL000035;PR000003;9;27.35;2021-02-28
OR000702;CL000075;PR000007;23;24.02;2021-02-28
OR000703;CL000001;PR000001;37;2.36;2021-02-28
OR000704;CL000083;PR000018;23;8.29;2021-02-29
OR000705;CL000099;PR000013;7;3.83;2021-02-29
OR000706;CL000016;PR000009;34;13.98;2021-02-29
OR000707;CL000010;PR000004;5;9.21;2021-02-29
OR000708;CL000100;PR000009;37;15.14;2021-02-29
OR000709;CL000005;PR000028;11;2.48;2021-02-29
OR000710;CL000023;PR000030;37;12.1;2021-02-29
OR000711;CL000005;PR000024;2;11.81;2021-02-29
OR000712;CL000077;PR000027;28;33.78;2021-02-29
OR000713;CL000026;PR000006;24;21.95;2021-03-01
OR000714;CL000001;PR000015;20;15.99;2021-03-01
OR000715;CL000047;PR000027;25;33.78;2021-03-01
OR000716;CL000004;PR000015;48;15.99;2021-03-01
OR000717;CL000016;PR000002;46;13.92;2021-03-01
OR000718;CL000005;PR000010;31;20.86;2021-03-01
OR000719;CL000063;PR000006;11;23.77;2021-03-01
OR000720;CL000005;PR000013;15;3.47;2021-03-02
OR000721;CL000007;PR000013;38;3.75;2021-03-02
OR000722;CL000004;PR000029;21;26.85;2021-03-02
OR000723;CL000005;PR000001;12;2.31;2021-03-02
OR000724;CL000023;PR000027;40;31.83;2021-03-02
OR000725;CL000058;PR000031;7;10.28;2021-03-02
OR000726;CL000029;PR000002;21;13.92;2021-03-02
OR000727;CL000076;PR000020;20;14.79;2021-03-02
OR000728;CL000079;PR000023;19;13.13;2021-03-02
OR000729;CL000082;PR000027;11;33.78;2021-03-02
OR000730;CL000050;PR000010;1;20.86;2021-03-02
OR000731;CL000081;PR000023;3;13.13;2021-03-03
OR000732;CL000002;PR000015;33;16.31;2021-03-03
OR000733;CL000018;PR000009;6;15.14;2021-03-03
OR000734;CL000001;PR000004;40;9.21;2021-03-03
OR000735;CL000006;PR000007;37;24.02;2021-03-03
OR000736;CL000005;PR000010;30;20.86;2021-03-03
OR000737;CL000024;PR000012;28;15.28;2021-03-04
OR000738;CL000044;PR000015;38;16.64;2021-03-04
OR000739;CL000014;PR000017;1;25.42;2021-03-04
OR000740;CL000028;PR000019;22;23.41;2021-03-04
OR000741;CL000078;PR000019;17;22.95;2021-03-04
OR000742;CL000008;PR000030;26;12.1;2021-03-04
OR000743;CL000005;PR000001;2;2.31;2021-03-04
OR000744;CL000048;PR000001;37;2.51;2021-03-04
OR000745;CL000055;PR000022;5;30.19;2021-03-04
OR000746;CL000041;PR000006;8;24.73;2021-03-05
OR000747;CL000004;PR000001;45;2.31;2021-03-05
OR000748;CL000016;PR000009;10;13.98;2021-03-05
OR000749;CL000016;PR000028;5;2.53;2021-03-05
OR000750;CL000071;PR000008;16;28.62;2021-03-05
OR000751;CL000019;PR000016;28;6.38;2021-03-05
OR000752;CL000088;PR000012;17;15.28;2021-03-05
OR000753;CL000005;PR000025;41;26.41;2021-03-05
OR000754;CL000026;PR000020;40;14.79;2021-03-06
OR000755;CL000039;PR000003;1;27.35;2021-03-06
OR000756;CL000026;PR000009;28;14.26;2021-03-06
OR000757;CL000075;PR000001;41;2.41;2021-03-06
OR000758;CL000010;PR000008;40;28.62;2021-03-06
OR000759;CL000050;PR000003;34;26.28;2021-03-07
OR000760;CL000005;PR000001;12;2.31;2021-03-07
OR000761;CL000078;PR000006;9;24.25;2021-03-07
OR000762;CL000005;PR000026;42;10.93;2021-03-07
OR000763;CL000020;PR000001;7;2.51;2021-03-08
OR000764;CL000005;PR000015;4;15.68;2021-03-08
OR000765;CL000013;PR000008;48;28.62;2021-03-08
OR000766;CL000033;PR000005;28;10.62;2021-03-08
OR000767;CL000010;PR000015;31;15.99;2021-03-08
OR000768;CL000043;PR000029;4;26.85;2021-03-08
OR000769;CL000097;PR000007;49;24.02;2021-03-08
OR000770;CL000021;PR000010;45;21.28;2021-03-08
OR000771;CL000052;PR000009;35;14.84;2021-03-09
OR000772;CL000030;PR000013;45;3.75;2021-03-09
OR000773;CL000008;PR000008;24;28.06;2021-03-10
OR000774;CL000069;PR000028;7;2.58;2021-03-10
OR000775;CL000020;PR000024;38;12.29;2021-03-10
OR000776;CL000060;PR000011;23;33.64;2021-03-10
OR000777;CL000008;PR000008;6;28.06;2021-03-11
OR000778;CL000057;PR000010;43;21.28;2021-03-11
OR000779;CL000005;PR000012;24;14.98;2021-03-11
OR000780;CL000065;PR000013;31;4.07;2021-03-11
OR000781;CL000088;PR000022;5;30.19;2021-03-11
OR000782;CL000063;PR000017;26;24.92;2021-03-11
OR000783;CL000032;PR000006;3;24.25;2021-03-11
OR000784;CL000008;PR000015;35;15.99;2021-03-11
OR000785;CL000011;PR000024;27;12.29;2021-03-12
OR000786;CL000065;PR000027;46;33.78;2021-03-12
OR000787;CL000018;PR000002;44;14.2;2021-03-12
OR000788;CL000038;PR000001;14;2.46;2021-03-12
OR000789;CL000005;PR000030;15;12.1;2021-03-12
OR000790;CL000056;PR000002;7;13.92;2021-03-12
OR000791;CL000024;PR000009;9;14.84;2021-03-12
OR000792;CL000016;PR000001;14;2.31;2021-03-12
OR000793;CL000055;PR000001;17;2.31;2021-03-12
OR000794;CL000019;PR000018;37;7.97;2021-03-12
OR000795;CL000016;PR000012;50;14.98;2021-03-13
OR000796;CL000026;PR000008;8;28.06;2021-03-13
OR000797;CL000021;PR000016;10;6.64;2021-03-13
OR000798;CL000045;PR000001;5;2.41;2021-03-13
OR000799;CL000052;PR000006;11;24.25;2021-03-13
OR000800;CL000019;PR000009;31;14.55;2021-03-13
OR000801;CL000039;PR000011;16;33.64;2021-03-13
OR000802;CL000007;PR000007;5;24.02;2021-03-14
OR000803;CL000017;PR000003;23;27.35;2021-03-14
OR000804;CL000090;PR000014;11;34.41;2021-03-14
OR000805;CL000078;PR000009;26;15.14;2021-03-14
OR000806;CL000006;PR000015;17;16.64;2021-03-14
OR000807;CL000026;PR000028;27;2.53;2021-03-14
OR000808;CL000092;PR000031;41;10.28;2021-03-14
OR000809;CL000008;PR000005;8;10.62;2021-03-14
OR000810;CL000051;PR000006;10;24.73;2021-03-15
OR000811;CL000079;PR000004;15;9.58;2021-03-15
OR000812;CL000014;PR000013;11;3.75;2021-03-15
OR000813;CL000005;PR000014;45;30.56;2021-03-15
OR000814;CL000052;PR000027;46;31.83;2021-03-15
OR000815;CL000004;PR000003;14;26.28;2021-03-15
OR000816;CL000061;PR000015;21;18.01;2021-03-15
OR000817;CL000014;PR000006;49;24.25;2021-03-15
OR000818;CL000085;PR000007;35;24.02;2021-03-15
OR000819;CL000037;PR000017;22;25.42;2021-03-15
OR000820;CL000005;PR000016;10;6.38;2021-03-16
OR000821;CL000049;PR000013;22;3.83;2021-03-16
OR000822;CL000016;PR000009;21;13.98;2021-03-16
OR000823;CL000001;PR000017;20;24.92;2021-03-17
OR000824;CL000005;PR000027;4;31.83;2021-03-17
OR000825;CL000008;PR000017;22;24.43;2021-03-17
OR000826;CL000011;PR000009;4;15.14;2021-03-17
OR000827;CL000009;PR000009;46;15.14;2021-03-17
OR000828;CL000007;PR000008;9;28.62;2021-03-18
OR000829;CL000001;PR000015;20;15.99;2021-03-18
OR000830;CL000055;PR000031;8;10.08;2021-03-18
OR000831;CL000016;PR000017;5;24.43;2021-03-18
OR000832;CL000029;PR000030;23;12.1;2021-03-18
OR000833;CL000007;PR000030;22;12.1;2021-03-18
OR000834;CL000029;PR000003;42;27.35;2021-03-18
OR000835;CL000066;PR000006;24;24.25;2021-03-18
OR000836;CL000018;PR000019;5;22.95;2021-03-19
OR000837;CL000033;PR000006;2;25.72;2021-03-19
OR000838;CL000030;PR000010;5;21.28;2021-03-19
OR000839;CL000010;PR000001;31;2.36;2021-03-19
OR000840;CL000019;PR000011;28;33.64;2021-03-19
OR000841;CL000005;PR000011;35;33.64;2021-03-19
OR000842;CL000010;PR000009;37;14.84;2021-03-19
OR000843;CL000094;PR000030;25;12.1;2021-03-19
OR000844;CL000024;PR000021;13;33.63;2021-03-19
OR000845;CL000017;PR000006;47;24.25;2021-03-19
OR000846;CL000004;PR000030;8;12.1;2021-03-19
OR000847;CL000003;PR000030;23;12.1;2021-03-19
OR000848;CL000014;PR000016;31;6.64;2021-03-19
OR000849;CL000016;PR000027;2;31.83;2021-03-19
OR000850;CL000004;PR000016;2;6.38;2021-03-19
OR000851;CL000030;PR000027;43;31.83;2021-03-20
OR000852;CL000078;PR000022;26;30.19;2021-03-20
OR000853;CL000045;PR000016;42;6.64;2021-03-20
OR000854;CL000057;PR000005;35;10.62;2021-03-20
OR000855;CL000071;PR000027;30;31.83;2021-03-20
OR000856;CL000056;PR000004;7;9.39;2021-03-20
OR000857;CL000029;PR000009;44;14.84;2021-03-20
OR000858;CL000032;PR000010;29;21.28;2021-03-20
OR000859;CL000005;PR000003;5;26.28;2021-03-20
OR000860;CL000023;PR000003;13;27.35;2021-03-20
OR000861;CL000005;PR000009;19;13.71;2021-03-20
OR000862;CL000005;PR000030;14;12.1;2021-03-20
OR000863;CL000056;PR000011;11;33.64;2021-03-21
OR000864;CL000072;PR000008;25;28.62;2021-03-21
OR000865;CL000080;PR000008;30;28.62;2021-03-21
OR000866;CL000056;PR000012;43;15.28;2021-03-21
OR000867;CL000069;PR000030;38;12.1;2021-03-21
OR000868;CL000100;PR000004;4;9.58;2021-03-21
OR000869;CL000072;PR000011;39;33.64;2021-03-21
OR000870;CL000006;PR000014;18;33.08;2021-03-21
OR000871;CL000016;PR000028;19;2.53;2021-03-21
OR000872;CL000089;PR000008;2;28.62;2021-03-21
OR000873;CL000060;PR000027;2;31.83;2021-03-22
OR000874;CL000099;PR000031;18;10.28;2021-03-22
OR000875;CL000005;PR000009;2;13.98;2021-03-22
OR000876;CL000013;PR000004;25;9.21;2021-03-22
OR000877;CL000026;PR000027;15;31.83;2021-03-22
OR000878;CL000005;PR000020;33;14.22;2021-03-22
OR000879;CL000071;PR000030;36;12.1;2021-03-22
OR000880;CL000019;PR000003;19;26.28;2021-03-23
OR000881;CL000063;PR000026;18;11.15;2021-03-23
OR000882;CL000063;PR000008;21;28.62;2021-03-23
OR000883;CL000026;PR000020;47;14.79;2021-03-23
OR000884;CL000079;PR000023;31;13.13;2021-03-23
OR000885;CL000038;PR000016;18;6.77;2021-03-23
OR000886;CL000044;PR000006;19;24.25;2021-03-23
OR000887;CL000095;PR000010;49;21.71;2021-03-23
OR000888;CL000005;PR000013;31;3.47;2021-03-23
OR000889;CL000095;PR000010;2;21.71;2021-03-24
OR000890;CL000016;PR000027;6;31.83;2021-03-24
OR000891;CL000042;PR000004;7;9.39;2021-03-24
OR000892;CL000005;PR000019;49;21.63;2021-03-24
OR000893;CL000042;PR000010;36;20.86;2021-03-24
OR000894;CL000055;PR000028;33;2.53;2021-03-24
OR000895;CL000016;PR000008;50;28.06;2021-03-24
OR000896;CL000027;PR000014;47;33.08;2021-03-24
OR000897;CL000007;PR000016;1;6.64;2021-03-24
OR000898;CL000029;PR000008;13;28.62;2021-03-24
OR000899;CL000005;PR000008;6;26.97;2021-03-24
OR000900;CL000078;PR000027;19;31.83;2021-03-25
OR000901;CL000033;PR000027;31;33.78;2021-03-25
OR000902;CL000007;PR000030;13;12.1;2021-03-25
OR000903;CL000001;PR000002;8;13.92;2021-03-25
OR000904;CL000007;PR000028;24;2.53;2021-03-25
OR000905;CL000056;PR000015;13;16.31;2021-03-25
OR000906;CL000026;PR000014;35;31.17;2021-03-26
OR000907;CL000005;PR000023;15;11.66;2021-03-26
OR000908;CL000002;PR000018;48;7.97;2021-03-26
OR000909;CL000003;PR000005;21;10.62;2021-03-26
OR000910;CL000052;PR000018;11;8.13;2021-03-26
OR000911;CL000003;PR000027;10;31.83;2021-03-26
OR000912;CL000015;PR000011;3;33.64;2021-03-26
OR000913;CL000081;PR000014;38;35.1;2021-03-26
OR000914;CL000071;PR000030;50;12.1;2021-03-26
OR000915;CL000019;PR000030;43;12.1;2021-03-26
OR000916;CL000010;PR000013;17;3.61;2021-03-27
OR000917;CL000016;PR000029;41;26.85;2021-03-27
OR000918;CL000087;PR000008;30;28.62;2021-03-27
OR000919;CL000084;PR000022;28;30.19;2021-03-27
OR000920;CL000096;PR000005;47;10.62;2021-03-27
OR000921;CL000064;PR000009;17;15.14;2021-03-27
OR000922;CL000008;PR000028;35;2.53;2021-03-27
OR000923;CL000005;PR000001;23;2.31;2021-03-27
OR000924;CL000016;PR000015;45;15.99;2021-03-28
OR000925;CL000025;PR000005;36;10.62;2021-03-28
OR000926;CL000006;PR000009;28;14.84;2021-03-28
OR000927;CL000006;PR000018;6;8.13;2021-03-28
OR000928;CL000019;PR000015;26;15.99;2021-03-28
OR000929;CL000008;PR000018;39;7.81;2021-03-28
OR000930;CL000016;PR000004;24;9.03;2021-03-28
OR000931;CL000048;PR000027;19;33.78;2021-03-28
OR000932;CL000071;PR000001;8;2.41;2021-03-29
OR000933;CL000019;PR000018;3;7.97;2021-03-29
OR000934;CL000030;PR000028;44;2.53;2021-03-29
OR000935;CL000005;PR000021;31;33.63;2021-03-29
OR000936;CL000077;PR000005;48;10.62;2021-03-29
OR000937;CL000056;PR000024;14;12.05;2021-03-29
OR000938;CL000050;PR000003;10;26.28;2021-03-29
OR000939;CL000005;PR000008;35;26.97;2021-03-29
OR000940;CL000008;PR000012;21;14.98;2021-03-30
OR000941;CL000002;PR000030;9;12.1;2021-03-30
OR000942;CL000008;PR000013;3;3.54;2021-03-30
OR000943;CL000050;PR000027;7;31.83;2021-03-30
OR000944;CL000100;PR000010;25;21.28;2021-03-30
OR000945;CL000029;PR000002;6;13.92;2021-03-30
OR000946;CL000078;PR000001;42;2.41;2021-03-30
OR000947;CL000045;PR000028;7;2.53;2021-03-31
